exercise_id,exercise_name,movement_pattern,aether_pattern,aether_node,contraindicated_populations,load_standard_band,load_band_primary,load_band_range,plyo_contacts,e_node,intensity_vmax,fv_zones,is_plyometric,is_sprint
EX_00208,Bent Knee Hamstring Stretch - Standing,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00209,Bent Knee Hamstring Stretch - w/ Ankle Flexion/Extension,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00210,Bent Over Reverse Dumbbell Fly,Other,Other,A,,,Band_1,0-2,,E0,100.0,Zone_4,False,True
EX_00211,Bent Over Row - 1 Arm Dumbbell (Hand Support),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00212,Bent Over Row - Cable,Row,Pull-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00213,Bent Over Row - 1 Arm 1 Leg Cable (Contra - Vibration),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00214,Bent Over Row - 1 Arm 1 Leg Cable (Contra),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00215,Bent Over Row - 1 Arm 1 Leg Cable (Ipsi),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00216,Bent Over Row - 1 Arm 1 Leg Dumbbell (Contra - Vibration),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00217,Bent Over Row - 1 Arm 1 Leg Dumbbell (Contra),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00218,Bent Over Row - 1 Arm 1 Leg Dumbbell (hand/knee on bench),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00219,Bent Over Row - 1 Arm 1 Leg Dumbbell (Ipsi),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00220,Bent Over Row - 1 Arm 1 Leg Dumbbell Contra (Supported),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00221,Bent Over Row - 1 Arm 1 Leg Dumbbell Ipsi (Supported),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00222,Bent Over Row - 1 Arm Cable,Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00223,Bent Over Row - 1 Arm Cable (Vibration),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00224,Bent Over Row - 1 Arm Dumbbell,Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00225,Bent Over Row - 1 Arm Dumbbell (Vibration),Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00226,Bent Over Row - Barbell,Row,Pull-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00227,Bent Over Row - Cable (Vibration),Row,Pull-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00228,Bent Over Row - Dumbbell,Row,Pull-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00229,Bent Over Row - Dumbbell (Vibration),Row,Pull-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00230,Bent Over Row - Dumbbell Alternating,Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00231,Bent Over Row - Hand and Knee on Bench 1 Arm Dumbbell,Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00232,Bent Over Trunk Rotation,Run,Locomotion-Linear,A,,,Band_1,0-2,,E0,90.0,Zone_4,False,True
EX_00233,Bicep Curl - 1 Arm Standing (Band Resistance),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00234,Bicep Curl - EZ Bar,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00235,Bicep Curl - Multigrip Bar,Other,Hand-Finger-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00236,Bicep Curl - Standing (Band Resistance),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00237,Bicep Curl Double Arm from Single Leg Supported with Two DB,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00238,Bicep Curl Double Arm from Single Leg with Two DB,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00239,Bicep Curl Double Arm from Symmetrical Stance with Two DB,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00240,Bicep Curl from Split Stance with DB,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00241,Biceps Curls - 1 Arm Isometric,Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00242,Biceps Curls - Assisted Stance (TRX),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00243,Biceps Curls - Barbell,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00244,Biceps Curls - Front Foot Elevated Dumbbell,Other,Foot-Ankle-Work,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00245,Biceps Curls - Incline Bench Dumbbell,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00246,Biceps Curls - Standing Cable,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00247,Biceps Curls - Standing Dumbbell,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00248,Biceps Curls - Supine Cable,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00249,Bird Dog - 90 degree leg lift,Core,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00250,Bird Dog - Leg Slide,Core,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00251,Bird Dog - Leg slide with lift,Core,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00252,Bird Dog - Leg Slide with lift and opposite arm lift,Core,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00253,Bird Dog - Leg slide with opposite arm lift,Core,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00254,Bird Dog Row,Row,Pull-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00255,Body Weight Get-Up,Get-Up,Complex-Movement,D,,,Band_3,2-4,,E0,,"Zone_1,Zone_6",False,False
EX_00256,Body Weight Metabolic C,Other,Other,A,,,Band_1,0-2,,E0,,Zone_7,False,False
EX_00257,Body Weight Metabolic D,Other,Other,A,,,Band_1,0-2,,E0,,Zone_7,False,False
EX_00258,Bodyweight Metabolic A,Other,Other,A,,,Band_1,0-2,,E0,,Zone_7,False,False
EX_00259,Bodyweight Metabolic B,Other,Other,A,,,Band_1,0-2,,E0,,Zone_7,False,False
EX_00260,Bottoms Up Overhead Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00261,Box Blast - Alternating Continuous,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00262,Box Blast - Alternating Non-Countermovement to Stabilize,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00263,Box Blast - Countermovement,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00264,Box Blast - Double Contact,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00265,Box Blast - Same Non-Countermovement,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00266,Box Jump - Countermovement,Jump,Plyometric-Landing,D,"R2P1,Youth",,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_00267,Box Jump - Non-Countermovement,Jump,Plyometric-Landing,D,"R2P1,Youth",,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_00268,Box Jump - Over,Jump,Plyometric-Landing,D,"R2P1,Youth",,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_00269,Box Squat,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_00270,Brettzel,Other,Brettzel-Variations,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00271,Brettzel 2.0,Other,Brettzel-Variations,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00272,Brettzel 2.0 Full Progression,Other,Brettzel-Variations,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00273,Brettzel 2.0 on Elbows,Other,Brettzel-Variations,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00274,Brettzel 2.0 with Side Bend,Other,Brettzel-Variations,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00275,Brettzel Diaphragmatic,Breathing_Work,Breathing-Work,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00276,Bridge,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00277,Bridge Single Leg with Core Activation with FMT,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00278,Bridge Single Leg with Valgus Correction with FMT,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00279,Broad jump,Jump,Plyometric-Landing,D,R2P1,,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_00280,Build Up,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00281,Build Up - 40 (Sled),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00282,Build Up - 50 (Sled),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00283,Burpee,Other,Other,A,,,Band_1,0-2,,E0,,Zone_7,False,False
EX_00284,Burpee - Bar Facing,Other,Other,A,,,Band_1,0-2,,E0,,Zone_7,False,False
EX_00285,Burpee - Lateral Over Bar,Other,Other,A,,,Band_1,0-2,,E0,,Zone_7,False,False
EX_00286,Burpee - withPush Up,Push,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00287,Butt Kicks - In Place,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00288,Butt Kicks a,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00289,Butterfly Sit Up,Other,Other,A,,,Band_1,0-2,,E0,100.0,Zone_4,False,True
EX_00290,Cable Bar Assisted Deadlift,Deadlift,Hinge-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00291,Cable Bar Deadlift,Deadlift,Hinge-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00292,Cable Face Pull,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00293,Cable System Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00294,Cable Triceps Pushdown,Push,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00295,Calf Raise - Eccentric,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00296,Calf Raise - Straight Knee,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00297,Calf Stretch (Rope),Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00298,Calf Stretch - Bent Knee,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00299,Calf Stretch - Bent Knee/or/Straight Leg? (Internally Rotated),Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00300,Calf Stretch - Half Kneeling Floss Band,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00301,Calf Stretch - Inverted,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00302,Calf Stretch - Straight Leg,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00303,Calf Stretch - Straight Leg (Vibration),Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00304,Captain Morgan Hold,Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00305,Carioca,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00306,CARS - Shoulder,Shoulder_Health,Shoulder-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00307,CARS - Shoulder - Core Assist,Shoulder_Health,Shoulder-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00308,Cervical Extension - Heel Sit w/ Active Flexion,Joint_Mobility,Cervical-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00309,Cervical Flexion - Kneeling w/ Plantar Flexion and Core Assist (Tubing),Joint_Mobility,Cervical-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00310,Cervical Flexion - Kneeling w/ Plantar Flexion KB,Joint_Mobility,Cervical-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00311,Cervical Mobility - Heel Sit (Circles),Mobility,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00312,Cervical Rotation - Heel Sit,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00313,Cervical Rotation - Kneeling KB,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00314,Cervical Rotation - Kneeling w/ Plantar Flexion and Core Assist Tubing,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00315,Chair Deadlift - Sumo,Deadlift,Hinge-Bilateral,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00316,Cheat Clean with One KB,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00317,Chest Fly - 1 Leg (TRX),Other,Other,A,,,Band_1,0-2,,E0,100.0,Zone_4,False,True
EX_00318,Chest Fly - Assisted Stance (TRX),Other,Other,A,,,Band_1,0-2,,E0,100.0,Zone_4,False,True
EX_00319,Chest Fly - Machine,Other,Other,A,,,Band_1,0-2,,E0,100.0,Zone_4,False,True
EX_00320,Chest Flys - High Split Cable,Other,Other,A,,,Band_1,0-2,,E0,100.0,Zone_4,False,True
EX_00321,Chest Press - 1 Leg (TRX),Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00322,Chest Press - Assisted Stance (TRX),Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00323,Chest Press - Cable,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00324,Chest Press - Half Kneeling 1 Arm Cable (Contra),Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00325,Chest Press - High Split 1 Arm (TRX Contra),Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00326,Chest Press - High Split 1 Arm Cable (Contra),Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00327,Chest Press - High Split Alternating Cable,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00328,Chest Press - High Split Cable,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00329,Chest Press - Standing 1 Arm Cable,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00330,Child's Pose,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00331,Chin Tuck - Supine w/ Lift,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00332,Chin Up,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00333,Chop from Half Kneeling with Cable Bar,Hop,Plyometric-Landing,D,R2P1,,Band_4,4-4,1.0,E2,,Zone_3,True,False
EX_00334,Chop from Single Leg Supported with Cable Bar,Hop,Plyometric-Landing,D,R2P1,,Band_4,4-4,1.0,E2,,Zone_3,True,False
EX_00335,Chop from Symmetrical Stance with Cable Bar,Hop,Plyometric-Landing,D,R2P1,,Band_4,4-4,1.0,E2,,Zone_3,True,False
EX_00336,Chop from Tall Kneeling with Cable Bar,Hop,Plyometric-Landing,D,R2P1,,Band_4,4-4,1.0,E2,,Zone_3,True,False
EX_00337,Clean - 1 Arm Kettlebell,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00338,Clean - 2KB,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00339,Clean - Dumbbell,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00340,Clean - Kettlebell,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00341,Clean - Kettlebell - Hardstyle,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00342,Clean - Medball,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00343,Clean - Power Position (Hold),Clean,Complex-Movement,D,,,Band_3,2-4,,E1,,"Zone_1,Zone_6",False,False
EX_00344,Clean - Power Position w/ Jump Shrug,Jump,Plyometric-Landing,D,R2P1,,Band_3,2-4,1.0,E2,,"Zone_2,Zone_3",True,False
EX_00345,Clean and Squat Double Arm Bottoms Up from Symmetrical Stance with Two KB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00346,Clean and Squat Single Arm Bottoms Up from Symmetrical Stance with One KB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00347,Clean Double Arm from Symmetrical Stance with Two KB,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00348,Clean High Pull - Floor,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00349,Clean Pull - Floor,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00350,Clean Pull - Floor (Slow),Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00351,Clean Pull - Hang Barbell,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00352,Clean Pull - w/ Power Clean,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00353,Clean Single Arm Bottoms Up from Symmetrical Stance with One KB,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00354,Clean Thruster,Clean,Complex-Movement,D,,,Band_3,2-4,,E1,,"Zone_1,Zone_6",False,False
EX_00355,Clean to Press - 1 Arm Kettlebell,Press,Push-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00356,Cleans - Barbell,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00357,Cleans - BB,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00358,Close-Grip Bench Press - Barbell,Press,Push-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00359,Copenhagen Plank,Plank,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00360,Copenhagen Plank - Short Lever,Plank,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00361,Crocodile Breathing,Breathing_Work,Breathing-Work,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00362,Crocodile Breathing - Hook Lying,Breathing_Work,Breathing-Work,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00363,Crocodile Breathing - Prone,Breathing_Work,Breathing-Work,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00364,Crocodile Breathing - Side Lying,Breathing_Work,Breathing-Work,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00365,Crocodile Breathing Partner Assist,Breathing_Work,Breathing-Work,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00366,Crocodile Breathing with Ankle Weights,Other,Foot-Ankle-Work,A,,,Band_1,0-2,,E0,,Zone_8,False,False
EX_00367,Crocodile Breathing with Lateral Expansion,Breathing_Work,Breathing-Work,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00368,Crossover Drill - Continuous,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00369,Crossover Drill - Continuous (Bungee),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00370,Crossover Drill - Lean and Walk Continuous (Sled),Walk,Locomotion-Linear,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00371,Crossover Drill - Lean and Walk (Sled),Walk,Locomotion-Linear,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00372,Crossover Drill - Quick/Stabilize,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00373,Crossover Drill - Quick/Stabilize (Bungee),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00374,Crossover Drill - Sprint (Sled),Run,Locomotion-Linear,A,,,Band_1,0-2,,E0,90.0,Zone_4,False,True
EX_00375,Crossover Drill - Stabilize,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00376,Crossover Drill - Stabilize (Bungee),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00377,Crossover Drill - Standing,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00378,Crossover Lunge - Same Side,Lunge,Lunge-Unilateral,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00379,Crossover March - Heavy Sled,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00380,Crossover Pillar Skip,Skip,Locomotion-Linear,A,,,Band_1,0-2,1.0,E2,,Zone_3,True,False
EX_00381,Crossover Wall Drill - Load and Lift,Walk,Movement-Drills,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00382,Crossover Wall Drill - Posture Hold,Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00383,Crunches,Run,Locomotion-Linear,A,,,Band_1,0-2,,E0,90.0,Zone_4,False,True
EX_00384,Crunches (Stability Ball),Run,Locomotion-Linear,A,,,Band_1,0-2,,E0,90.0,Zone_4,False,True
EX_00385,Crunches - Kneeling Cable,Run,Locomotion-Linear,A,,,Band_1,0-2,,E0,90.0,Zone_4,False,True
EX_00386,Crunches - Supine Toe Touch with Legs at 90,Run,Locomotion-Linear,A,,,Band_1,0-2,,E0,90.0,Zone_4,False,True
EX_00387,Cuban Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00388,Curl to Overhead Press - Front Foot Elevated Alternating Dumbbell,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00389,Curl to Overhead Press - Front Foot Elevated Dumbbell,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00390,Curl to Overhead Press - Half Kneeling Alternating Dumbbell,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00391,Curl to Overhead Press - Half Kneeling Dumbbell,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00392,Curl to Overhead Press - High Split Alternating Dumbbell,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00393,Curl to Overhead Press - Standing Dumbbell,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00394,Curl to Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00395,D1 Extension from Half Kneeling with CS,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00396,D1 Extension from Half Kneeling with FMT,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00397,D1 Extension from Split Stance with Cable System,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00398,D1 Extension from Symmetrical Stance with Cable System,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00399,D1 Extension from Tall Kneeling with Cable System,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00400,D1 Extension from Tall Kneeling with FMT,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00401,D1 Extension Lunge with FMT,Lunge,Lunge-Unilateral,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00402,D1 Flexion from Half Kneeling with Cable System,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00403,D1 Flexion from Half Kneeling with FMT,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00404,D1 Flexion from Split Stance with Cable System,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00405,D1 Flexion from Symmetrical Stance with CS,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00406,D1 Flexion from Tall Kneeling with Cable System,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00407,D1 Flexion with Reverse Lunge,Lunge,Lunge-Unilateral,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00408,D2 Extension from Half Kneeling with Cable System,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00409,D2 Extension from Split Stance with Cable System,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00410,D2 Extension from Symmetrical Stance with Cable System,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00411,D2 Extension from Tall Kneeling with Cable System,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00412,D2 Extension Lunge with FMT,Lunge,Lunge-Unilateral,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00413,D2 Flexion from Half Kneeling with Cable System,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00414,D2 Flexion from Half Kneeling with FMT,Joint_Mobility,Joint-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
